mysql root@(none):covid_data> select max(Cases.`Deaths`) as `Deaths`, C.`Name` as `County_Name`, S.`Name` as `State_Name` from `County_Date_Cases` as Cases left join `County` as C on Cases.`County_ID` = C.`County_ID`  left join `State` as S on S.`State_ID` = C.`State_ID` group by C.`County_ID`;
+--------+-----------------------------------+----------------+
| Deaths | County_Name                       | State_Name     |
| 15     | Chickasaw                         | Iowa           |
| 20     | Clarke                            | Iowa           |
| 25     | Clay                              | Iowa           |
| 54     | Clayton                           | Iowa           |
| 84     | Clinton                           | Iowa           |
| 35     | Crawford                          | Iowa           |
| 93     | Dallas                            | Iowa           |
| 23     | Davis                             | Iowa           |
| 9      | Decatur                           | Iowa           |
| 40     | Delaware                          | Iowa           |
| 61     | Des Moines                        | Iowa           |
| 40     | Dickinson                         | Iowa           |
| 196    | Dubuque                           | Iowa           |
| 40     | Emmet                             | Iowa           |
| 35     | Fayette                           | Iowa           |
| 41     | Floyd                             | Iowa           |
| 19     | Franklin                          | Iowa           |
| 9      | Fremont                           | Iowa           |
| 10     | Greene                            | Iowa           |
| 30     | Grundy                            | Iowa           |
| 28     | Guthrie                           | Iowa           |
| 42     | Hamilton                          | Iowa           |
| 30     | Hancock                           | Iowa           |
| 39     | Hardin                            | Iowa           |
| 70     | Harrison                          | Iowa           |
| 37     | Henry                             | Iowa           |
| 22     | Howard                            | Iowa           |
| 25     | Humboldt                          | Iowa           |
| 32     | Ida                               | Iowa           |
| 23     | Iowa                              | Iowa           |
| 39     | Jackson                           | Iowa           |
| 67     | Jasper                            | Iowa           |
| 34     | Jefferson                         | Iowa           |
| 75     | Johnson                           | Iowa           |
| 55     | Jones                             | Iowa           |
| 29     | Keokuk                            | Iowa           |
| 55     | Kossuth                           | Iowa           |
| 53     | Lee                               | Iowa           |
| 317    | Linn                              | Iowa           |
| 44     | Louisa                            | Iowa           |
| 21     | Lucas                             | Iowa           |
| 41     | Lyon                              | Iowa           |
| 18     | Madison                           | Iowa           |
| 46     | Mahaska                           | Iowa           |
| 72     | Marion                            | Iowa           |
| 73     | Marshall                          | Iowa           |
| 20     | Mills                             | Iowa           |
| 40     | Mitchell                          | Iowa           |
| 27     | Monona                            | Iowa           |
| 28     | Monroe                            | Iowa           |
| 36     | Montgomery                        | Iowa           |
| 93     | Muscatine                         | Iowa           |
| 58     | O'Brien                           | Iowa           |
| 15     | Osceola                           | Iowa           |
| 19     | Page                              | Iowa           |
| 21     | Palo Alto                         | Iowa           |
| 78     | Plymouth                          | Iowa           |
| 19     | Pocahontas                        | Iowa           |
| 562    | Polk                              | Iowa           |
| 146    | Pottawattamie                     | Iowa           |
| 30     | Poweshiek                         | Iowa           |
| 20     | Ringgold                          | Iowa           |
| 18     | Sac                               | Iowa           |
| 213    | Scott                             | Iowa           |
| 34     | Shelby                            | Iowa           |
| 69     | Sioux                             | Iowa           |
| 45     | Story                             | Iowa           |
| 65     | Tama                              | Iowa           |
| 12     | Taylor                            | Iowa           |
| 31     | Union                             | Iowa           |
| 18     | Van Buren                         | Iowa           |
| 110    | Wapello                           | Iowa           |
| 76     | Warren                            | Iowa           |
| 47     | Washington                        | Iowa           |
| 21     | Wayne                             | Iowa           |
| 88     | Webster                           | Iowa           |
| 31     | Winnebago                         | Iowa           |
| 29     | Winneshiek                        | Iowa           |
| 214    | Woodbury                          | Iowa           |
| 8      | Worth                             | Iowa           |
| 31     | Wright                            | Iowa           |
| 1      | Allen                             | Kansas         |
| 0      | Anderson                          | Kansas         |
| 13     | Atchison                          | Kansas         |
| 2      | Barber                            | Kansas         |
| 21     | Barton                            | Kansas         |
| 3      | Bourbon                           | Kansas         |
| 32     | Brown                             | Kansas         |
| 76     | Butler                            | Kansas         |
| 3      | Chase                             | Kansas         |
| 3      | Chautauqua                        | Kansas         |
| 16     | Cherokee                          | Kansas         |
| 10     | Cheyenne                          | Kansas         |
| 4      | Clark                             | Kansas         |
| 27     | Clay                              | Kansas         |
| 2      | Cloud                             | Kansas         |
| 14     | Coffey                            | Kansas         |
| 9      | Comanche                          | Kansas         |
| 9      | Cowley                            | Kansas         |
| 80     | Crawford                          | Kansas         |
| 1      | Decatur                           | Kansas         |
| 36     | Dickinson                         | Kansas         |
| 7      | Doniphan                          | Kansas         |
| 79     | Douglas                           | Kansas         |
| 0      | Edwards                           | Kansas         |
| 0      | Elk                               | Kansas         |
| 61     | Ellis                             | Kansas         |
| 4      | Ellsworth                         | Kansas         |
| 108    | Finney                            | Kansas         |
| 10     | Ford                              | Kansas         |
| 39     | Franklin                          | Kansas         |
| 25     | Geary                             | Kansas         |
| 22     | Gove                              | Kansas         |
| 2      | Graham                            | Kansas         |
| 17     | Grant                             | Kansas         |
| 14     | Gray                              | Kansas         |
| 0      | Greeley                           | Kansas         |
| 8      | Greenwood                         | Kansas         |
| 0      | Hamilton                          | Kansas         |
| 17     | Harper                            | Kansas         |
| 59     | Harvey                            | Kansas         |
| 1      | Haskell                           | Kansas         |
| 6      | Hodgeman                          | Kansas         |
| 15     | Jackson                           | Kansas         |
| 32     | Jefferson                         | Kansas         |
| 3      | Jewell                            | Kansas         |
| 646    | Johnson                           | Kansas         |
| 9      | Kearny                            | Kansas         |
| 11     | Kingman                           | Kansas         |
| 5      | Kiowa                             | Kansas         |
| 48     | Labette                           | Kansas         |
| 5      | Lane                              | Kansas         |
| 50     | Leavenworth                       | Kansas         |
| 4      | Lincoln                           | Kansas         |
| 12     | Linn                              | Kansas         |
| 0      | Logan                             | Kansas         |
| 81     | Lyon                              | Kansas         |
| 24     | Marion                            | Kansas         |
| 23     | Marshall                          | Kansas         |
| 81     | McPherson                         | Kansas         |
| 9      | Meade                             | Kansas         |
| 25     | Miami                             | Kansas         |
| 0      | Mitchell                          | Kansas         |
| 6      | Montgomery                        | Kansas         |
| 20     | Morris                            | Kansas         |
| 9      | Morton                            | Kansas         |
| 50     | Nemaha                            | Kansas         |
| 22     | Neosho                            | Kansas         |
| 15     | Ness                              | Kansas         |
| 27     | Norton                            | Kansas         |
| 11     | Osage                             | Kansas         |
| 0      | Osborne                           | Kansas         |
| 0      | Ottawa                            | Kansas         |
| 14     | Pawnee                            | Kansas         |
| 19     | Phillips                          | Kansas         |
| 27     | Pottawatomie                      | Kansas         |
| 23     | Pratt                             | Kansas         |
| 7      | Rawlins                           | Kansas         |
| 126    | Reno                              | Kansas         |
| 14     | Republic                          | Kansas         |
| 1      | Rice                              | Kansas         |
| 33     | Riley                             | Kansas         |
| 10     | Rooks                             | Kansas         |
| 0      | Rush                              | Kansas         |
| 23     | Russell                           | Kansas         |
| 106    | Saline                            | Kansas         |
| 21     | Scott                             | Kansas         |
| 532    | Sedgwick                          | Kansas         |
| 33     | Seward                            | Kansas         |
| 344    | Shawnee                           | Kansas         |
| 0      | Sheridan                          | Kansas         |
| 7      | Sherman                           | Kansas         |
| 2      | Smith                             | Kansas         |
| 9      | Stafford                          | Kansas         |
| 2      | Stanton                           | Kansas         |
| 7      | Stevens                           | Kansas         |
| 27     | Sumner                            | Kansas         |
| 14     | Thomas                            | Kansas         |
| 3      | Trego                             | Kansas         |
| 14     | Wabaunsee                         | Kansas         |
| 0      | Wallace                           | Kansas         |
| 9      | Washington                        | Kansas         |
| 0      | Wichita                           | Kansas         |
| 12     | Wilson                            | Kansas         |
| 0      | Woodson                           | Kansas         |
| 273    | Wyandotte                         | Kansas         |
| 50     | Adair                             | Kentucky       |
| 26     | Allen                             | Kentucky       |
| 16     | Anderson                          | Kentucky       |
| 5      | Ballard                           | Kentucky       |
| 71     | Barren                            | Kentucky       |
| 17     | Bath                              | Kentucky       |
| 36     | Bell                              | Kentucky       |
| 79     | Boone                             | Kentucky       |
| 12     | Bourbon                           | Kentucky       |
| 46     | Boyd                              | Kentucky       |
| 40     | Boyle                             | Kentucky       |
| 4      | Bracken                           | Kentucky       |
| 6      | Breathitt                         | Kentucky       |
| 9      | Breckinridge                      | Kentucky       |
| 49     | Bullitt                           | Kentucky       |
| 23     | Butler                            | Kentucky       |
| 23     | Caldwell                          | Kentucky       |
| 38     | Calloway                          | Kentucky       |
| 49     | Campbell                          | Kentucky       |
| 4      | Carlisle                          | Kentucky       |
| 10     | Carroll                           | Kentucky       |
| 24     | Carter                            | Kentucky       |
| 34     | Casey                             | Kentucky       |
| 79     | Christian                         | Kentucky       |
| 25     | Clark                             | Kentucky       |
| 28     | Clay                              | Kentucky       |
| 27     | Clinton                           | Kentucky       |
| 17     | Crittenden                        | Kentucky       |
| 9      | Cumberland                        | Kentucky       |
| 162    | Daviess                           | Kentucky       |
| 19     | Edmonson                          | Kentucky       |
| 2      | Elliott                           | Kentucky       |
| 3      | Estill                            | Kentucky       |
| 235    | Fayette                           | Kentucky       |
| 14     | Fleming                           | Kentucky       |
| 45     | Floyd                             | Kentucky       |
| 30     | Franklin                          | Kentucky       |
| 8      | Fulton                            | Kentucky       |
| 20     | Gallatin                          | Kentucky       |
| 18     | Garrard                           | Kentucky       |
| 14     | Grant                             | Kentucky       |
| 74     | Graves                            | Kentucky       |
| 48     | Grayson                           | Kentucky       |
| 13     | Green                             | Kentucky       |
| 26     | Greenup                           | Kentucky       |
| 15     | Hancock                           | Kentucky       |
| 101    | Hardin                            | Kentucky       |
| 70     | Harlan                            | Kentucky       |
| 9      | Harrison                          | Kentucky       |
| 33     | Hart                              | Kentucky       |
| 60     | Henderson                         | Kentucky       |
| 8      | Henry                             | Kentucky       |
| 7      | Hickman                           | Kentucky       |
| 128    | Hopkins                           | Kentucky       |
| 29     | Jackson                           | Kentucky       |
| 946    | Jefferson                         | Kentucky       |
| 53     | Jessamine                         | Kentucky       |
| 18     | Johnson                           | Kentucky       |
| 133    | Kenton                            | Kentucky       |
| 18     | Knott                             | Kentucky       |
| 14     | Knox                              | Kentucky       |
| 17     | Larue                             | Kentucky       |
| 33     | Laurel                            | Kentucky       |
| 20     | Lawrence                          | Kentucky       |
| 19     | Lee                               | Kentucky       |
| 2      | Leslie                            | Kentucky       |
| 30     | Letcher                           | Kentucky       |
| 31     | Lewis                             | Kentucky       |
| 34     | Lincoln                           | Kentucky       |
| 17     | Livingston                        | Kentucky       |
| 52     | Logan                             | Kentucky       |
| 13     | Lyon                              | Kentucky       |
| 90     | Madison                           | Kentucky       |
| 1      | Magoffin                          | Kentucky       |
| 25     | Marion                            | Kentucky       |
| 49     | Marshall                          | Kentucky       |
| 12     | Martin                            | Kentucky       |
| 28     | Mason                             | Kentucky       |
| 76     | McCracken                         | Kentucky       |
| 27     | McCreary                          | Kentucky       |
| 25     | McLean                            | Kentucky       |
| 17     | Meade                             | Kentucky       |
| 14     | Menifee                           | Kentucky       |
| 35     | Mercer                            | Kentucky       |
| 20     | Metcalfe                          | Kentucky       |
| 38     | Monroe                            | Kentucky       |
| 24     | Montgomery                        | Kentucky       |
| 1      | Morgan                            | Kentucky       |
| 55     | Muhlenberg                        | Kentucky       |
| 43     | Nelson                            | Kentucky       |
| 6      | Nicholas                          | Kentucky       |
| 48     | Ohio                              | Kentucky       |
| 69     | Oldham                            | Kentucky       |
| 8      | Owen                              | Kentucky       |
| 10     | Owsley                            | Kentucky       |
| 1      | Pendleton                         | Kentucky       |
| 40     | Perry                             | Kentucky       |
| 60     | Pike                              | Kentucky       |
| 3      | Powell                            | Kentucky       |
| 88     | Pulaski                           | Kentucky       |
| 13     | Robertson                         | Kentucky       |
| 15     | Rockcastle                        | Kentucky       |
| 13     | Rowan                             | Kentucky       |
| 39     | Russell                           | Kentucky       |
| 26     | Scott                             | Kentucky       |
| 51     | Shelby                            | Kentucky       |
| 30     | Simpson                           | Kentucky       |
| 13     | Spencer                           | Kentucky       |
| 32     | Taylor                            | Kentucky       |
| 24     | Todd                              | Kentucky       |
| 8      | Trigg                             | Kentucky       |
| 3      | Trimble                           | Kentucky       |
| 13     | Union                             | Kentucky       |
| 139    | Warren                            | Kentucky       |
| 30     | Washington                        | Kentucky       |
| 43     | Wayne                             | Kentucky       |
| 18     | Webster                           | Kentucky       |
| 22     | Whitley                           | Kentucky       |
| 5      | Wolfe                             | Kentucky       |
| 15     | Woodford                          | Kentucky       |
| 186    | Acadia                            | Louisiana      |
| 87     | Allen                             | Louisiana      |
| 152    | Ascension                         | Louisiana      |
| 34     | Assumption                        | Louisiana      |
| 118    | Avoyelles                         | Louisiana      |
| 65     | Beauregard                        | Louisiana      |
| 75     | Bienville                         | Louisiana      |
| 269    | Bossier                           | Louisiana      |
| 687    | Caddo                             | Louisiana      |
| 364    | Calcasieu                         | Louisiana      |
| 25     | Caldwell                          | Louisiana      |
| 6      | Cameron                           | Louisiana      |
| 35     | Catahoula                         | Louisiana      |
| 50     | Claiborne                         | Louisiana      |
| 57     | Concordia                         | Louisiana      |
| 74     | De Soto                           | Louisiana      |
| 744    | East Baton Rouge                  | Louisiana      |
| 23     | East Carroll                      | Louisiana      |
| 106    | East Feliciana                    | Louisiana      |
| 79     | Evangeline                        | Louisiana      |
| 104    | Franklin                          | Louisiana      |
| 52     | Grant                             | Louisiana      |
| 148    | Iberia                            | Louisiana      |
| 91     | Iberville                         | Louisiana      |
| 47     | Jackson                           | Louisiana      |
| 858    | Jefferson                         | Louisiana      |
| 86     | Jefferson Davis                   | Louisiana      |
| 34     | LaSalle                           | Louisiana      |
| 262    | Lafayette                         | Louisiana      |
| 198    | Lafourche                         | Louisiana      |
| 89     | Lincoln                           | Louisiana      |
| 184    | Livingston                        | Louisiana      |
| 34     | Madison                           | Louisiana      |
| 68     | Morehouse                         | Louisiana      |
| 81     | Natchitoches                      | Louisiana      |
| 768    | Orleans                           | Louisiana      |
| 426    | Ouachita                          | Louisiana      |
| 25     | Plaquemines                       | Louisiana      |
| 70     | Pointe Coupee                     | Louisiana      |
| 296    | Rapides                           | Louisiana      |
| 36     | Red River                         | Louisiana      |
| 49     | Richland                          | Louisiana      |
| 55     | Sabine                            | Louisiana      |
| 46     | St. Bernard                       | Louisiana      |
| 90     | St. Charles                       | Louisiana      |
| 8      | St. Helena                        | Louisiana      |
| 49     | St. James                         | Louisiana      |
| 133    | St. John the Baptist              | Louisiana      |
| 246    | St. Landry                        | Louisiana      |
| 112    | St. Martin                        | Louisiana      |
| 122    | St. Mary                          | Louisiana      |
| 497    | St. Tammany                       | Louisiana      |
| 274    | Tangipahoa                        | Louisiana      |
| 6      | Tensas                            | Louisiana      |
| 206    | Terrebonne                        | Louisiana      |
| 76     | Union                             | Louisiana      |
| 107    | Vermilion                         | Louisiana      |
| 96     | Vernon                            | Louisiana      |
| 122    | Washington                        | Louisiana      |
| 99     | Webster                           | Louisiana      |
| 54     | West Baton Rouge                  | Louisiana      |
| 39     | West Carroll                      | Louisiana      |
| 31     | West Feliciana                    | Louisiana      |
| 39     | Winn                              | Louisiana      |
| 57     | Androscoggin                      | Maine          |
| 43     | Aroostook                         | Maine          |
| 180    | Cumberland                        | Maine          |
| 12     | Franklin                          | Maine          |
| 34     | Hancock                           | Maine          |
| 51     | Kennebec                          | Maine          |
| 5      | Knox                              | Maine          |
| 2      | Lincoln                           | Maine          |
| 53     | Oxford                            | Maine          |
| 85     | Penobscot                         | Maine          |
| 1      | Piscataquis                       | Maine          |
| 5      | Sagadahoc                         | Maine          |
| 27     | Somerset                          | Maine          |
| 19     | Waldo                             | Maine          |
| 14     | Washington                        | Maine          |
| 120    | York                              | Maine          |
| 200    | Allegany                          | Maryland       |
| 545    | Anne Arundel                      | Maryland       |
| 1293   | Baltimore                         | Maryland       |
| 900    | Baltimore city                    | Maryland       |
| 72     | Calvert                           | Maryland       |
| 20     | Caroline                          | Maryland       |
| 214    | Carroll                           | Maryland       |
| 123    | Cecil                             | Maryland       |
| 160    | Charles                           | Maryland       |
| 45     | Dorchester                        | Maryland       |
| 282    | Frederick                         | Maryland       |
| 61     | Garrett                           | Maryland       |
| 240    | Harford                           | Maryland       |
| 221    | Howard                            | Maryland       |
| 43     | Kent                              | Maryland       |
| 1426   | Montgomery                        | Maryland       |
| 1341   | Prince George's                   | Maryland       |
| 38     | Queen Anne's                      | Maryland       |
| 32     | Somerset                          | Maryland       |
| 115    | St. Mary's                        | Maryland       |
| 35     | Talbot                            | Maryland       |
| 258    | Washington                        | Maryland       |
| 143    | Wicomico                          | Maryland       |
| 93     | Worcester                         | Maryland       |
| 413    | Barnstable                        | Massachusetts  |
| 262    | Berkshire                         | Massachusetts  |
| 1543   | Bristol                           | Massachusetts  |
| 0      | Dukes                             | Massachusetts  |
| 2202   | Essex                             | Massachusetts  |
| 101    | Franklin                          | Massachusetts  |
| 1371   | Hampden                           | Massachusetts  |
| 266    | Hampshire                         | Massachusetts  |
| 3493   | Middlesex                         | Massachusetts  |
| 2      | Nantucket                         | Massachusetts  |
| 1651   | Norfolk                           | Massachusetts  |
| 1324   | Plymouth                          | Massachusetts  |
| 1720   | Suffolk                           | Massachusetts  |
| 2060   | Worcester                         | Massachusetts  |
| 24     | Alcona                            | Michigan       |
| 5      | Alger                             | Michigan       |
| 118    | Allegan                           | Michigan       |
| 48     | Alpena                            | Michigan       |
| 20     | Antrim                            | Michigan       |
| 25     | Arenac                            | Michigan       |
| 33     | Baraga                            | Michigan       |
| 47     | Barry                             | Michigan       |
| 294    | Bay                               | Michigan       |
| 31     | Benzie                            | Michigan       |
| 245    | Berrien                           | Michigan       |
| 111    | Branch                            | Michigan       |
| 235    | Calhoun                           | Michigan       |
| 64     | Cass                              | Michigan       |
| 13     | Charlevoix                        | Michigan       |
| 38     | Cheboygan                         | Michigan       |
| 43     | Chippewa                          | Michigan       |
| 69     | Clare                             | Michigan       |
| 71     | Clinton                           | Michigan       |
| 5      | Crawford                          | Michigan       |
| 85     | Delta                             | Michigan       |
| 70     | Dickinson                         | Michigan       |
| 156    | Eaton                             | Michigan       |
| 39     | Emmet                             | Michigan       |
| 757    | Genesee                           | Michigan       |
| 43     | Gladwin                           | Michigan       |
| 48     | Gogebic                           | Michigan       |
| 71     | Grand Traverse                    | Michigan       |
| 108    | Gratiot                           | Michigan       |
| 76     | Hillsdale                         | Michigan       |
| 41     | Houghton                          | Michigan       |
| 59     | Huron                             | Michigan       |
| 282    | Ingham                            | Michigan       |
| 76     | Ionia                             | Michigan       |
| 67     | Iosco                             | Michigan       |
| 49     | Iron                              | Michigan       |
| 73     | Isabella                          | Michigan       |
| 255    | Jackson                           | Michigan       |
| 324    | Kalamazoo                         | Michigan       |
| 15     | Kalkaska                          | Michigan       |
| 717    | Kent                              | Michigan       |
| 2      | Keweenaw                          | Michigan       |
| 11     | Lake                              | Michigan       |
| 131    | Lapeer                            | Michigan       |
| 15     | Leelanau                          | Michigan       |
| 129    | Lenawee                           | Michigan       |
| 149    | Livingston                        | Michigan       |
| 2      | Luce                              | Michigan       |
| 3      | Mackinac                          | Michigan       |
| 1984   | Macomb                            | Michigan       |
| 23     | Manistee                          | Michigan       |
| 57     | Marquette                         | Michigan       |
| 26     | Mason                             | Michigan       |
| 20     | Mecosta                           | Michigan       |
| 38     | Menominee                         | Michigan       |
| 66     | Midland                           | Michigan       |
| 18     | Missaukee                         | Michigan       |
| 204    | Monroe                            | Michigan       |
| 94     | Montcalm                          | Michigan       |
| 17     | Montmorency                       | Michigan       |
| 317    | Muskegon                          | Michigan       |
| 52     | Newaygo                           | Michigan       |
| 2019   | Oakland                           | Michigan       |
| 50     | Oceana                            | Michigan       |
| 34     | Ogemaw                            | Michigan       |
| 20     | Ontonagon                         | Michigan       |
| 23     | Osceola                           | Michigan       |
| 19     | Oscoda                            | Michigan       |
| 28     | Otsego                            | Michigan       |
| 357    | Ottawa                            | Michigan       |
| 28     | Presque Isle                      | Michigan       |
| 33     | Roscommon                         | Michigan       |
| 527    | Saginaw                           | Michigan       |
| 77     | Sanilac                           | Michigan       |
| 5      | Schoolcraft                       | Michigan       |
| 81     | Shiawassee                        | Michigan       |
| 261    | St. Clair                         | Michigan       |
| 86     | St. Joseph                        | Michigan       |
| 138    | Tuscola                           | Michigan       |
| 97     | Van Buren                         | Michigan       |
| 252    | Washtenaw                         | Michigan       |
| 4174   | Wayne                             | Michigan       |
| 21     | Wexford                           | Michigan       |
| 33     | Aitkin                            | Minnesota      |
| 392    | Anoka                             | Minnesota      |
| 43     | Becker                            | Minnesota      |
| 51     | Beltrami                          | Minnesota      |
| 90     | Benton                            | Minnesota      |
| 3      | Big Stone                         | Minnesota      |
| 35     | Blue Earth                        | Minnesota      |
| 37     | Brown                             | Minnesota      |
| 49     | Carlton                           | Minnesota      |
| 41     | Carver                            | Minnesota      |
| 24     | Cass                              | Minnesota      |
| 35     | Chippewa                          | Minnesota      |
| 45     | Chisago                           | Minnesota      |
| 88     | Clay                              | Minnesota      |
| 14     | Clearwater                        | Minnesota      |
| 0      | Cook                              | Minnesota      |
| 20     | Cottonwood                        | Minnesota      |
| 82     | Crow Wing                         | Minnesota      |
| 394    | Dakota                            | Minnesota      |
| 4      | Dodge                             | Minnesota      |
| 68     | Douglas                           | Minnesota      |
| 17     | Faribault                         | Minnesota      |
| 9      | Fillmore                          | Minnesota      |
| 24     | Freeborn                          | Minnesota      |
| 69     | Goodhue                           | Minnesota      |
| 8      | Grant                             | Minnesota      |
| 1593   | Hennepin                          | Minnesota      |
| 14     | Houston                           | Minnesota      |
| 41     | Hubbard                           | Minnesota      |
| 56     | Isanti                            | Minnesota      |
| 46     | Itasca                            | Minnesota      |
| 10     | Jackson                           | Minnesota      |
| 20     | Kanabec                           | Minnesota      |
| 74     | Kandiyohi                         | Minnesota      |
| 21     | Kittson                           | Minnesota      |
| 11     | Koochiching                       | Minnesota      |
| 16     | Lac qui Parle                     | Minnesota      |
| 18     | Lake                              | Minnesota      |
| 1      | Lake of the Woods                 | Minnesota      |
| 20     | Le Sueur                          | Minnesota      |
| 2      | Lincoln                           | Minnesota      |
| 45     | Lyon                              | Minnesota      |
| 7      | Mahnomen                          | Minnesota      |
| 15     | Marshall                          | Minnesota      |
| 29     | Martin                            | Minnesota      |
| 50     | McLeod                            | Minnesota      |
| 34     | Meeker                            | Minnesota      |
| 47     | Mille Lacs                        | Minnesota      |
| 47     | Morrison                          | Minnesota      |
| 31     | Mower                             | Minnesota      |
| 8      | Murray                            | Minnesota      |
| 41     | Nicollet                          | Minnesota      |
| 47     | Nobles                            | Minnesota      |
| 8      | Norman                            | Minnesota      |
| 90     | Olmsted                           | Minnesota      |
| 71     | Otter Tail                        | Minnesota      |
| 16     | Pennington                        | Minnesota      |
| 16     | Pine                              | Minnesota      |
| 24     | Pipestone                         | Minnesota      |
| 63     | Polk                              | Minnesota      |
| 5      | Pope                              | Minnesota      |
| 811    | Ramsey                            | Minnesota      |
| 5      | Red Lake                          | Minnesota      |
| 27     | Redwood                           | Minnesota      |
| 40     | Renville                          | Minnesota      |
| 91     | Rice                              | Minnesota      |
| 14     | Rock                              | Minnesota      |
| 17     | Roseau                            | Minnesota      |
| 107    | Scott                             | Minnesota      |
| 74     | Sherburne                         | Minnesota      |
| 10     | Sibley                            | Minnesota      |
| 265    | St. Louis                         | Minnesota      |
| 202    | Stearns                           | Minnesota      |
| 11     | Steele                            | Minnesota      |
| 8      | Stevens                           | Minnesota      |
| 18     | Swift                             | Minnesota      |
| 30     | Todd                              | Minnesota      |
| 5      | Traverse                          | Minnesota      |
| 3      | Wabasha                           | Minnesota      |
| 20     | Wadena                            | Minnesota      |
| 17     | Waseca                            | Minnesota      |
| 262    | Washington                        | Minnesota      |
| 8      | Watonwan                          | Minnesota      |
| 11     | Wilkin                            | Minnesota      |
| 49     | Winona                            | Minnesota      |
| 116    | Wright                            | Minnesota      |
| 17     | Yellow Medicine                   | Minnesota      |
| 78     | Adams                             | Mississippi    |
| 63     | Alcorn                            | Mississippi    |
| 35     | Amite                             | Mississippi    |
| 71     | Attala                            | Mississippi    |
| 24     | Benton                            | Mississippi    |
| 124    | Bolivar                           | Mississippi    |
| 28     | Calhoun                           | Mississippi    |
| 25     | Carroll                           | Mississippi    |
| 54     | Chickasaw                         | Mississippi    |
| 17     | Choctaw                           | Mississippi    |
| 30     | Claiborne                         | Mississippi    |
| 73     | Clarke                            | Mississippi    |
| 52     | Clay                              | Mississippi    |
| 69     | Coahoma                           | Mississippi    |
| 59     | Copiah                            | Mississippi    |
| 80     | Covington                         | Mississippi    |
| 231    | DeSoto                            | Mississippi    |
| 138    | Forrest                           | Mississippi    |
| 20     | Franklin                          | Mississippi    |
| 45     | George                            | Mississippi    |
| 33     | Greene                            | Mississippi    |
| 78     | Grenada                           | Mississippi    |
| 78     | Hancock                           | Mississippi    |
| 283    | Harrison                          | Mississippi    |
| 395    | Hinds                             | Mississippi    |
| 70     | Holmes                            | Mississippi    |
| 28     | Humphreys                         | Mississippi    |
| 6      | Issaquena                         | Mississippi    |
| 75     | Itawamba                          | Mississippi    |
| 234    | Jackson                           | Mississippi    |
| 45     | Jasper                            | Mississippi    |
| 27     | Jefferson                         | Mississippi    |
| 31     | Jefferson Davis                   | Mississippi    |
| 148    | Jones                             | Mississippi    |
| 23     | Kemper                            | Mississippi    |
| 114    | Lafayette                         | Mississippi    |
| 82     | Lamar                             | Mississippi    |
| 228    | Lauderdale                        | Mississippi    |
| 21     | Lawrence                          | Mississippi    |
| 72     | Leake                             | Mississippi    |
| 163    | Lee                               | Mississippi    |
| 122    | Leflore                           | Mississippi    |
| 104    | Lincoln                           | Mississippi    |
| 140    | Lowndes                           | Mississippi    |
| 204    | Madison                           | Mississippi    |
| 78     | Marion                            | Mississippi    |
| 95     | Marshall                          | Mississippi    |
| 129    | Monroe                            | Mississippi    |
| 40     | Montgomery                        | Mississippi    |
| 171    | Neshoba                           | Mississippi    |
| 53     | Newton                            | Mississippi    |
| 31     | Noxubee                           | Mississippi    |
| 95     | Oktibbeha                         | Mississippi    |
| 98     | Panola                            | Mississippi    |
| 132    | Pearl River                       | Mississippi    |
| 35     | Perry                             | Mississippi    |
| 97     | Pike                              | Mississippi    |
| 71     | Pontotoc                          | Mississippi    |
| 58     | Prentiss                          | Mississippi    |
| 14     | Quitman                           | Mississippi    |
| 265    | Rankin                            | Mississippi    |
| 71     | Scott                             | Mississippi    |
| 17     | Sharkey                           | Mississippi    |
| 81     | Simpson                           | Mississippi    |
| 33     | Smith                             | Mississippi    |
| 29     | Stone                             | Mississippi    |
| 86     | Sunflower                         | Mississippi    |
| 39     | Tallahatchie                      | Mississippi    |
| 74     | Tate                              | Mississippi    |
| 65     | Tippah                            | Mississippi    |
| 66     | Tishomingo                        | Mississippi    |
| 24     | Tunica                            | Mississippi    |
| 74     | Union                             | Mississippi    |
| 41     | Walthall                          | Mississippi    |
| 115    | Warren                            | Mississippi    |
| 130    | Washington                        | Mississippi    |
| 41     | Wayne                             | Mississippi    |
| 32     | Webster                           | Mississippi    |
| 27     | Wilkinson                         | Mississippi    |
| 79     | Winston                           | Mississippi    |
| 37     | Yalobusha                         | Mississippi    |
| 66     | Yazoo                             | Mississippi    |
| 20     | Adair                             | Missouri       |
| 18     | Andrew                            | Missouri       |
| 6      | Atchison                          | Missouri       |
| 58     | Audrain                           | Missouri       |
| 45     | Barry                             | Missouri       |
| 12     | Barton                            | Missouri       |
| 23     | Bates                             | Missouri       |
| 27     | Benton                            | Missouri       |
| 12     | Bollinger                         | Missouri       |
| 84     | Boone                             | Missouri       |
| 172    | Buchanan                          | Missouri       |
| 35     | Butler                            | Missouri       |
| 11     | Caldwell                          | Missouri       |
| 45     | Callaway                          | Missouri       |
| 81     | Camden                            | Missouri       |
| 132    | Cape Girardeau                    | Missouri       |
| 23     | Carroll                           | Missouri       |
| 9      | Carter                            | Missouri       |
| 91     | Cass                              | Missouri       |
| 19     | Cedar                             | Missouri       |
| 6      | Chariton                          | Missouri       |
| 80     | Christian                         | Missouri       |
| 6      | Clark                             | Missouri       |
| 151    | Clay                              | Missouri       |
